OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive
11142,YUKON,YT,17,2021/12/13 12:00:00+00,1597,1537.0,16.0,14,0.0,24430.0,157.0,53.0,4.0
11143,PRINCE EDWARD ISLAND,PE,0,2021/12/13 12:00:00+00,420,383.0,0.0,0,0.0,237725.0,5619.0,37.0,0.0
11144,NEWFOUNDLAND AND LABRADOR,NL,15,2021/12/13 12:00:00+00,2093,2045.0,5.0,18,0.0,353239.0,1094.0,15.0,2.0
11145,NEW BRUNSWICK,NB,100,2021/12/13 12:00:00+00,9704,8512.0,69.0,142,2.0,580348.0,1198.0,1048.0,29.0
11146,BRITISH COLUMBIA,BC,1129,2021/12/13 12:00:00+00,223142,217705.0,1163.0,2386,5.0,4803438.0,35191.0,2949.0,-45.0
11147,NOVA SCOTIA,NS,-41,2021/12/13 12:00:00+00,8790,8301.0,57.0,110,0.0,1452031.0,10110.0,379.0,142.0
11148,SASKATCHEWAN,SK,35,2021/12/13 12:00:00+00,81852,80347.0,79.0,937,0.0,1300100.0,997.0,568.0,-44.0
11149,ALBERTA,AB,863,2021/12/13 12:00:00+00,339291,331834.0,737.0,3275,3.0,6232389.0,20831.0,4182.0,123.0
11150,MANITOBA,MB,472,2021/12/13 12:00:00+00,69979,66926.0,455.0,1353,8.0,1211614.0,8141.0,1700.0,9.0
11151,QUEBEC,QC,5363,2021/12/13 12:00:00+00,467609,441747.0,4025.0,11611,8.0,14017417.0,111986.0,14251.0,1330.0
11152,ONTARIO,ON,1536,2021/12/13 12:00:00+00,633683,612066.0,800.0,10079,1.0,20247747.0,38331.0,11538.0,735.0
11153,NORTHWEST TERRITORIES,NT,1,2021/12/13 12:00:00+00,2071,2054.0,6.0,12,0.0,36695.0,59.0,5.0,-5.0
11154,REPATRIATED CDN,RC,0,2021/12/13 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11155,CANADA,CA,9490,2021/12/13 12:00:00+00,1840920,1774140.0,7412.0,29941,27.0,50520266.0,233758.0,36727.0,2280.0
11156,NUNAVUT,NU,0,2021/12/14 12:00:00+00,676,671.0,1.0,4,0.0,23108.0,15.0,1.0,-1.0
11157,YUKON,YT,5,2021/12/14 12:00:00+00,1602,1541.0,4.0,14,0.0,24517.0,87.0,56.0,3.0
11158,PRINCE EDWARD ISLAND,PE,3,2021/12/14 12:00:00+00,423,387.0,4.0,0,0.0,237725.0,0.0,36.0,-1.0
11159,NEWFOUNDLAND AND LABRADOR,NL,0,2021/12/14 12:00:00+00,2093,2045.0,0.0,18,0.0,353239.0,0.0,15.0,0.0
11160,NEW BRUNSWICK,NB,109,2021/12/14 12:00:00+00,9813,8616.0,104.0,144,2.0,582904.0,2556.0,1051.0,3.0
11161,BRITISH COLUMBIA,BC,519,2021/12/14 12:00:00+00,223661,218001.0,296.0,2386,0.0,4815699.0,12261.0,3171.0,222.0
11162,NOVA SCOTIA,NS,66,2021/12/14 12:00:00+00,8856,8319.0,18.0,110,0.0,1456338.0,4307.0,427.0,48.0
11163,SASKATCHEWAN,SK,47,2021/12/14 12:00:00+00,81899,80413.0,66.0,941,4.0,1301497.0,1397.0,545.0,-23.0
11164,ALBERTA,AB,250,2021/12/14 12:00:00+00,339541,332242.0,408.0,3283,8.0,6238831.0,6442.0,4016.0,-166.0
11165,MANITOBA,MB,161,2021/12/14 12:00:00+00,70140,67061.0,135.0,1355,2.0,1214404.0,2790.0,1724.0,24.0
11166,QUEBEC,QC,1747,2021/12/14 12:00:00+00,469356,443121.0,1374.0,11618,7.0,14048253.0,30836.0,14617.0,366.0
11167,ONTARIO,ON,1429,2021/12/14 12:00:00+00,635112,612996.0,930.0,10084,5.0,20281147.0,33400.0,12032.0,494.0
11168,NORTHWEST TERRITORIES,NT,0,2021/12/14 12:00:00+00,2071,2054.0,0.0,12,0.0,36771.0,76.0,5.0,0.0
11169,REPATRIATED CDN,RC,0,2021/12/14 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11170,CANADA,CA,4336,2021/12/14 12:00:00+00,1845256,1777480.0,3340.0,29969,28.0,50614433.0,94167.0,37696.0,969.0
11171,NUNAVUT,NU,0,2021/12/15 12:00:00+00,676,671.0,0.0,4,0.0,23137.0,29.0,1.0,0.0
11172,YUKON,YT,4,2021/12/15 12:00:00+00,1606,1550.0,9.0,14,0.0,24600.0,83.0,52.0,-4.0
11173,PRINCE EDWARD ISLAND,PE,11,2021/12/15 12:00:00+00,434,391.0,4.0,0,0.0,237725.0,0.0,43.0,7.0
11174,NEWFOUNDLAND AND LABRADOR,NL,13,2021/12/15 12:00:00+00,2106,2054.0,9.0,18,0.0,354535.0,1296.0,13.0,-2.0
11175,NEW BRUNSWICK,NB,160,2021/12/15 12:00:00+00,9973,8686.0,70.0,144,0.0,585259.0,2355.0,1141.0,90.0
11176,BRITISH COLUMBIA,BC,584,2021/12/15 12:00:00+00,224245,218295.0,294.0,2393,7.0,4830495.0,14796.0,3458.0,287.0
11177,NOVA SCOTIA,NS,112,2021/12/15 12:00:00+00,8968,8342.0,23.0,110,0.0,1463427.0,7089.0,516.0,89.0
11178,SASKATCHEWAN,SK,62,2021/12/15 12:00:00+00,81961,80482.0,69.0,941,0.0,1303279.0,1782.0,538.0,-7.0
11179,ALBERTA,AB,456,2021/12/15 12:00:00+00,339997,332629.0,387.0,3286,3.0,6248951.0,10120.0,4082.0,66.0
11180,MANITOBA,MB,200,2021/12/15 12:00:00+00,70340,67204.0,143.0,1357,2.0,1217584.0,3180.0,1779.0,55.0
11181,QUEBEC,QC,2386,2021/12/15 12:00:00+00,471742,444146.0,1025.0,11622,4.0,14084107.0,35854.0,15974.0,1357.0
11182,ONTARIO,ON,1808,2021/12/15 12:00:00+00,636920,614161.0,1165.0,10093,9.0,20325873.0,44726.0,12666.0,634.0
11183,NORTHWEST TERRITORIES,NT,5,2021/12/15 12:00:00+00,2076,2055.0,1.0,12,0.0,36839.0,68.0,9.0,4.0
11184,REPATRIATED CDN,RC,0,2021/12/15 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11185,CANADA,CA,5801,2021/12/15 12:00:00+00,1851057,1780679.0,3199.0,29994,25.0,50735811.0,121378.0,40272.0,2576.0
11186,NUNAVUT,NU,0,2021/12/16 12:00:00+00,676,671.0,0.0,4,0.0,23187.0,50.0,1.0,0.0
11187,YUKON,YT,8,2021/12/16 12:00:00+00,1614,1559.0,9.0,14,0.0,24653.0,53.0,48.0,-4.0
11188,PRINCE EDWARD ISLAND,PE,10,2021/12/16 12:00:00+00,444,395.0,4.0,0,0.0,237725.0,0.0,49.0,6.0
11189,NEWFOUNDLAND AND LABRADOR,NL,0,2021/12/16 12:00:00+00,2106,2054.0,0.0,18,0.0,354535.0,0.0,13.0,0.0
11190,NEW BRUNSWICK,NB,177,2021/12/16 12:00:00+00,10150,8767.0,81.0,144,0.0,587229.0,1970.0,1237.0,96.0
11191,BRITISH COLUMBIA,BC,753,2021/12/16 12:00:00+00,224998,218616.0,321.0,2396,3.0,4847748.0,17253.0,3878.0,420.0
11192,NOVA SCOTIA,NS,92,2021/12/16 12:00:00+00,9060,8380.0,38.0,110,0.0,1471403.0,7976.0,570.0,54.0
11193,SASKATCHEWAN,SK,54,2021/12/16 12:00:00+00,82015,80530.0,48.0,941,0.0,1305064.0,1785.0,544.0,6.0
11194,ALBERTA,AB,473,2021/12/16 12:00:00+00,340470,332973.0,344.0,3285,-1.0,6258563.0,9612.0,4212.0,130.0
11195,MANITOBA,MB,211,2021/12/16 12:00:00+00,70551,67439.0,235.0,1359,2.0,1221147.0,3563.0,1753.0,-26.0
11196,QUEBEC,QC,2736,2021/12/16 12:00:00+00,474478,445451.0,1305.0,11627,5.0,14126885.0,42778.0,17400.0,1426.0
11197,ONTARIO,ON,2421,2021/12/16 12:00:00+00,639341,615174.0,1013.0,10102,9.0,20380597.0,54724.0,14065.0,1399.0
11198,NORTHWEST TERRITORIES,NT,7,2021/12/16 12:00:00+00,2083,2056.0,1.0,12,0.0,36863.0,24.0,15.0,6.0
11199,REPATRIATED CDN,RC,0,2021/12/16 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11200,CANADA,CA,6942,2021/12/16 12:00:00+00,1857999,1784078.0,3399.0,30012,18.0,50875599.0,139788.0,43785.0,3513.0
11201,NUNAVUT,NU,0,2021/12/17 12:00:00+00,676,671.0,0.0,4,0.0,23206.0,19.0,1.0,0.0
11202,YUKON,YT,7,2021/12/17 12:00:00+00,1621,1569.0,10.0,14,0.0,24713.0,60.0,44.0,-4.0
11203,PRINCE EDWARD ISLAND,PE,0,2021/12/17 12:00:00+00,444,395.0,0.0,0,0.0,237725.0,0.0,49.0,0.0
11204,NEWFOUNDLAND AND LABRADOR,NL,46,2021/12/17 12:00:00+00,2152,2051.0,-3.0,18,0.0,357188.0,2653.0,46.0,33.0
11205,NEW BRUNSWICK,NB,163,2021/12/17 12:00:00+00,10313,8910.0,143.0,146,2.0,588866.0,1637.0,1255.0,18.0
11206,BRITISH COLUMBIA,BC,787,2021/12/17 12:00:00+00,225785,218960.0,344.0,2399,3.0,4864501.0,16753.0,4313.0,435.0
11207,NOVA SCOTIA,NS,142,2021/12/17 12:00:00+00,9202,8460.0,80.0,110,0.0,1479099.0,7696.0,632.0,62.0
11208,SASKATCHEWAN,SK,54,2021/12/17 12:00:00+00,82069,80579.0,49.0,942,1.0,1307026.0,1962.0,548.0,4.0
11209,ALBERTA,AB,553,2021/12/17 12:00:00+00,341023,333306.0,333.0,3286,1.0,6268265.0,9702.0,4431.0,219.0
11210,MANITOBA,MB,234,2021/12/17 12:00:00+00,70785,67626.0,187.0,1360,1.0,1224739.0,3592.0,1799.0,46.0
11211,QUEBEC,QC,3768,2021/12/17 12:00:00+00,478246,447054.0,1603.0,11634,7.0,14171796.0,44911.0,19558.0,2158.0
11212,ONTARIO,ON,3124,2021/12/17 12:00:00+00,642465,616566.0,1392.0,10107,5.0,20432233.0,51636.0,15792.0,1727.0
11213,NORTHWEST TERRITORIES,NT,-1,2021/12/17 12:00:00+00,2082,2056.0,0.0,12,0.0,36893.0,30.0,14.0,-1.0
11214,REPATRIATED CDN,RC,0,2021/12/17 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11215,CANADA,CA,8877,2021/12/17 12:00:00+00,1866876,1788216.0,4138.0,30032,20.0,51016250.0,140651.0,48482.0,4697.0
11216,NUNAVUT,NU,0,2021/12/18 12:00:00+00,676,672.0,1.0,4,0.0,23206.0,0.0,0.0,-1.0
11217,YUKON,YT,0,2021/12/18 12:00:00+00,1621,1569.0,0.0,14,0.0,24713.0,0.0,44.0,0.0
11218,PRINCE EDWARD ISLAND,PE,44,2021/12/18 12:00:00+00,488,395.0,0.0,0,0.0,237725.0,0.0,49.0,0.0
11219,NEWFOUNDLAND AND LABRADOR,NL,0,2021/12/18 12:00:00+00,2152,2051.0,0.0,18,0.0,357188.0,0.0,46.0,0.0
11220,NEW BRUNSWICK,NB,133,2021/12/18 12:00:00+00,10446,9064.0,154.0,148,2.0,591021.0,2155.0,1232.0,-23.0
11221,BRITISH COLUMBIA,BC,0,2021/12/18 12:00:00+00,225785,218960.0,0.0,2399,0.0,4864501.0,0.0,4313.0,0.0
11222,NOVA SCOTIA,NS,0,2021/12/18 12:00:00+00,9202,8460.0,0.0,110,0.0,1479099.0,0.0,632.0,0.0
11223,SASKATCHEWAN,SK,62,2021/12/18 12:00:00+00,82131,80627.0,48.0,942,0.0,1308693.0,1667.0,562.0,14.0
11224,ALBERTA,AB,0,2021/12/18 12:00:00+00,341023,333306.0,0.0,3286,0.0,6268265.0,0.0,4431.0,0.0
11225,MANITOBA,MB,0,2021/12/18 12:00:00+00,70785,67626.0,0.0,1360,0.0,1224739.0,0.0,1799.0,0.0
11226,QUEBEC,QC,0,2021/12/18 12:00:00+00,478246,447054.0,0.0,11634,0.0,14171796.0,0.0,19558.0,0.0
11227,ONTARIO,ON,3301,2021/12/18 12:00:00+00,645766,617773.0,1207.0,10111,4.0,20486640.0,54407.0,17882.0,2090.0
11228,NORTHWEST TERRITORIES,NT,0,2021/12/18 12:00:00+00,2082,2056.0,0.0,12,0.0,36893.0,0.0,14.0,0.0
11229,REPATRIATED CDN,RC,0,2021/12/18 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11230,CANADA,CA,3540,2021/12/18 12:00:00+00,1870416,1789626.0,1410.0,30038,6.0,51074479.0,58229.0,50562.0,2080.0
11231,NUNAVUT,NU,0,2021/12/19 12:00:00+00,676,672.0,0.0,4,0.0,23206.0,0.0,0.0,0.0
11232,YUKON,YT,0,2021/12/19 12:00:00+00,1621,1569.0,0.0,14,0.0,24713.0,0.0,44.0,0.0
11233,PRINCE EDWARD ISLAND,PE,0,2021/12/19 12:00:00+00,488,395.0,0.0,0,0.0,237725.0,0.0,49.0,0.0
11234,NEWFOUNDLAND AND LABRADOR,NL,61,2021/12/19 12:00:00+00,2213,2061.0,10.0,18,0.0,361177.0,3989.0,127.0,81.0
11235,NEW BRUNSWICK,NB,108,2021/12/19 12:00:00+00,10554,9146.0,82.0,148,0.0,592211.0,1190.0,1258.0,26.0
11236,BRITISH COLUMBIA,BC,0,2021/12/19 12:00:00+00,225785,218960.0,0.0,2399,0.0,4864501.0,0.0,4313.0,0.0
11237,NOVA SCOTIA,NS,0,2021/12/19 12:00:00+00,9202,8460.0,0.0,110,0.0,1479099.0,0.0,632.0,0.0
11238,SASKATCHEWAN,SK,77,2021/12/19 12:00:00+00,82208,80690.0,63.0,942,0.0,1310104.0,1411.0,576.0,14.0
11239,ALBERTA,AB,0,2021/12/19 12:00:00+00,341023,333306.0,0.0,3286,0.0,6268265.0,0.0,4431.0,0.0
11240,MANITOBA,MB,0,2021/12/19 12:00:00+00,70785,67626.0,0.0,1360,0.0,1224739.0,0.0,1799.0,0.0
11241,QUEBEC,QC,0,2021/12/19 12:00:00+00,478246,447054.0,0.0,11634,0.0,14171796.0,0.0,19558.0,0.0
11242,ONTARIO,ON,4177,2021/12/19 12:00:00+00,649943,618983.0,1210.0,10113,2.0,20537791.0,51151.0,20847.0,2965.0
11243,NORTHWEST TERRITORIES,NT,0,2021/12/19 12:00:00+00,2082,2056.0,0.0,12,0.0,36893.0,0.0,14.0,0.0
11244,REPATRIATED CDN,RC,0,2021/12/19 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11245,CANADA,CA,4423,2021/12/19 12:00:00+00,1874839,1790991.0,1365.0,30040,2.0,51132220.0,57741.0,53648.0,3086.0
11320,NUNAVUT,NU,0,2021/12/20 12:00:00+00,676,672.0,0.0,4,0.0,23206.0,0.0,0.0,0.0
11321,YUKON,YT,29,2021/12/20 12:00:00+00,1650,1588.0,19.0,14,0.0,24882.0,169.0,60.0,16.0
11322,PRINCE EDWARD ISLAND,PE,16,2021/12/20 12:00:00+00,504,415.0,20.0,0,0.0,242814.0,5089.0,89.0,40.0
11323,NEWFOUNDLAND AND LABRADOR,NL,27,2021/12/20 12:00:00+00,2240,2061.0,0.0,18,0.0,362655.0,1478.0,154.0,27.0
11324,NEW BRUNSWICK,NB,118,2021/12/20 12:00:00+00,10672,9253.0,107.0,148,0.0,593506.0,1295.0,1269.0,11.0
11325,BRITISH COLUMBIA,BC,2550,2021/12/20 12:00:00+00,228335,220348.0,1388.0,2402,3.0,4864501.0,0.0,5435.0,1122.0
11326,NOVA SCOTIA,NS,262,2021/12/20 12:00:00+00,9464,8643.0,183.0,110,0.0,1506218.0,27119.0,711.0,79.0
11327,SASKATCHEWAN,SK,59,2021/12/20 12:00:00+00,82267,80760.0,70.0,942,0.0,1311193.0,1089.0,565.0,-11.0
11328,ALBERTA,AB,1925,2021/12/20 12:00:00+00,342948,334004.0,698.0,3292,6.0,6293577.0,25312.0,5652.0,1221.0
11329,MANITOBA,MB,805,2021/12/20 12:00:00+00,71590,68041.0,415.0,1366,6.0,1233761.0,9022.0,2183.0,384.0
11330,QUEBEC,QC,12048,2021/12/20 12:00:00+00,490294,452509.0,5455.0,11642,8.0,14355007.0,183211.0,26143.0,6585.0
11331,ONTARIO,ON,3784,2021/12/20 12:00:00+00,653727,620023.0,1040.0,10113,0.0,20581914.0,44123.0,23591.0,2744.0
11332,NORTHWEST TERRITORIES,NT,0,2021/12/20 12:00:00+00,2082,2057.0,1.0,12,0.0,37016.0,123.0,13.0,-1.0
11333,REPATRIATED CDN,RC,0,2021/12/20 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11334,CANADA,CA,21623,2021/12/20 12:00:00+00,1896462,1800387.0,9396.0,30063,23.0,51430250.0,298030.0,65865.0,12217.0
11335,NUNAVUT,NU,0,2021/12/21 12:00:00+00,676,672.0,0.0,4,0.0,23335.0,129.0,0.0,0.0
11336,YUKON,YT,2,2021/12/21 12:00:00+00,1652,1593.0,5.0,14,0.0,24892.0,10.0,49.0,-11.0
11337,PRINCE EDWARD ISLAND,PE,25,2021/12/21 12:00:00+00,529,417.0,2.0,0,0.0,242814.0,0.0,112.0,23.0
11338,NEWFOUNDLAND AND LABRADOR,NL,27,2021/12/21 12:00:00+00,2267,2067.0,6.0,18,0.0,365434.0,2779.0,175.0,21.0
11339,NEW BRUNSWICK,NB,156,2021/12/21 12:00:00+00,10828,9410.0,157.0,148,0.0,596380.0,2874.0,1268.0,-1.0
11340,BRITISH COLUMBIA,BC,1308,2021/12/21 12:00:00+00,229643,220741.0,393.0,2403,1.0,4924477.0,59976.0,6348.0,913.0
11341,NOVA SCOTIA,NS,143,2021/12/21 12:00:00+00,9607,8874.0,231.0,110,0.0,1516472.0,10254.0,623.0,-88.0
11342,SASKATCHEWAN,SK,67,2021/12/21 12:00:00+00,82334,80835.0,75.0,943,1.0,1312633.0,1440.0,556.0,-9.0
11343,ALBERTA,AB,786,2021/12/21 12:00:00+00,343734,334395.0,391.0,3294,2.0,6300863.0,7286.0,6045.0,393.0
11344,MANITOBA,MB,298,2021/12/21 12:00:00+00,71888,68206.0,165.0,1366,0.0,1237269.0,3508.0,2316.0,133.0
11345,QUEBEC,QC,5043,2021/12/21 12:00:00+00,495337,454369.0,1860.0,11650,8.0,14442831.0,87824.0,29318.0,3175.0
11346,ONTARIO,ON,3453,2021/12/21 12:00:00+00,657180,621355.0,1332.0,10123,10.0,20631199.0,49285.0,25702.0,2111.0
11347,NORTHWEST TERRITORIES,NT,1,2021/12/21 12:00:00+00,2083,2059.0,2.0,12,0.0,37051.0,35.0,12.0,-1.0
11348,REPATRIATED CDN,RC,0,2021/12/21 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11349,CANADA,CA,11309,2021/12/21 12:00:00+00,1907771,1805006.0,4619.0,30085,22.0,51655650.0,225400.0,72524.0,6659.0
11350,NUNAVUT,NU,0,2021/12/22 12:00:00+00,676,672.0,0.0,4,0.0,23343.0,8.0,0.0,0.0
11351,YUKON,YT,0,2021/12/22 12:00:00+00,1652,1595.0,2.0,14,0.0,25017.0,125.0,47.0,-2.0
11352,PRINCE EDWARD ISLAND,PE,31,2021/12/22 12:00:00+00,560,419.0,2.0,0,0.0,242814.0,0.0,141.0,29.0
11353,NEWFOUNDLAND AND LABRADOR,NL,60,2021/12/22 12:00:00+00,2327,2079.0,12.0,18,0.0,368892.0,3458.0,223.0,48.0
11354,NEW BRUNSWICK,NB,237,2021/12/22 12:00:00+00,11065,9508.0,98.0,149,1.0,599064.0,2684.0,1406.0,138.0
11355,BRITISH COLUMBIA,BC,1528,2021/12/22 12:00:00+00,231171,221280.0,539.0,2409,6.0,4940761.0,16284.0,7307.0,959.0
11356,NOVA SCOTIA,NS,0,2021/12/22 12:00:00+00,9607,8874.0,0.0,110,0.0,1516472.0,0.0,623.0,0.0
11357,SASKATCHEWAN,SK,108,2021/12/22 12:00:00+00,82442,80871.0,36.0,944,1.0,1314530.0,1897.0,627.0,71.0
11358,ALBERTA,AB,1346,2021/12/22 12:00:00+00,345080,334716.0,321.0,3299,5.0,6312374.0,11511.0,7065.0,1020.0
11359,MANITOBA,MB,395,2021/12/22 12:00:00+00,72283,68293.0,87.0,1368,2.0,1240802.0,3533.0,2622.0,306.0
11360,QUEBEC,QC,6361,2021/12/22 12:00:00+00,501698,455885.0,1516.0,11652,2.0,14403952.0,-38879.0,34161.0,4843.0
11361,ONTARIO,ON,4383,2021/12/22 12:00:00+00,661563,623142.0,1787.0,10133,10.0,20686580.0,55381.0,28288.0,2586.0
11362,NORTHWEST TERRITORIES,NT,7,2021/12/22 12:00:00+00,2090,2059.0,0.0,12,0.0,37130.0,79.0,19.0,7.0
11363,REPATRIATED CDN,RC,0,2021/12/22 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11364,CANADA,CA,14456,2021/12/22 12:00:00+00,1922227,1809406.0,4400.0,30112,27.0,51711731.0,56081.0,82529.0,10005.0
11365,NUNAVUT,NU,3,2021/12/23 12:00:00+00,679,672.0,0.0,4,0.0,23386.0,43.0,3.0,3.0
11366,YUKON,YT,9,2021/12/23 12:00:00+00,1661,1602.0,7.0,14,0.0,25087.0,70.0,52.0,5.0
11367,PRINCE EDWARD ISLAND,PE,28,2021/12/23 12:00:00+00,588,423.0,4.0,0,0.0,242814.0,0.0,165.0,24.0
11368,NEWFOUNDLAND AND LABRADOR,NL,100,2021/12/23 12:00:00+00,2427,2088.0,9.0,18,0.0,372311.0,3419.0,314.0,91.0
11369,NEW BRUNSWICK,NB,257,2021/12/23 12:00:00+00,11322,9606.0,98.0,151,2.0,601523.0,2459.0,1563.0,157.0
11370,BRITISH COLUMBIA,BC,2046,2021/12/23 12:00:00+00,233217,221872.0,592.0,2410,1.0,4960947.0,20186.0,8739.0,1432.0
11371,NOVA SCOTIA,NS,188,2021/12/23 12:00:00+00,9795,9030.0,156.0,111,1.0,1532548.0,16076.0,3844.0,3221.0
11372,SASKATCHEWAN,SK,198,2021/12/23 12:00:00+00,82640,80906.0,35.0,945,1.0,1316965.0,2435.0,789.0,162.0
11373,ALBERTA,AB,1625,2021/12/23 12:00:00+00,346705,335047.0,331.0,3299,0.0,6324270.0,11896.0,8359.0,1294.0
11374,MANITOBA,MB,551,2021/12/23 12:00:00+00,72834,68532.0,239.0,1369,1.0,1244692.0,3890.0,2933.0,311.0
11375,QUEBEC,QC,9397,2021/12/23 12:00:00+00,511095,457630.0,1745.0,11658,6.0,14456879.0,52927.0,41807.0,7646.0
11376,ONTARIO,ON,5790,2021/12/23 12:00:00+00,667353,624801.0,1659.0,10140,7.0,20754771.0,68191.0,32412.0,4124.0
11377,NORTHWEST TERRITORIES,NT,0,2021/12/23 12:00:00+00,2090,2059.0,0.0,12,0.0,37130.0,0.0,19.0,0.0
11378,REPATRIATED CDN,RC,0,2021/12/23 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11379,CANADA,CA,20192,2021/12/23 12:00:00+00,1942419,1814281.0,4875.0,30131,19.0,51893323.0,181592.0,100999.0,18470.0
11380,NUNAVUT,NU,2,2021/12/24 12:00:00+00,681,672.0,0.0,4,0.0,23456.0,70.0,6.0,3.0
11381,YUKON,YT,7,2021/12/24 12:00:00+00,1668,1609.0,7.0,14,0.0,25148.0,61.0,49.0,-3.0
11382,PRINCE EDWARD ISLAND,PE,33,2021/12/24 12:00:00+00,621,423.0,0.0,0,0.0,242814.0,0.0,198.0,33.0
11383,NEWFOUNDLAND AND LABRADOR,NL,85,2021/12/24 12:00:00+00,2512,2098.0,10.0,18,0.0,376214.0,3903.0,389.0,75.0
11384,NEW BRUNSWICK,NB,265,2021/12/24 12:00:00+00,11587,9780.0,174.0,152,1.0,603538.0,2015.0,1653.0,90.0
11385,BRITISH COLUMBIA,BC,2441,2021/12/24 12:00:00+00,235658,222604.0,732.0,2414,4.0,4982117.0,21170.0,10415.0,1676.0
11386,NOVA SCOTIA,NS,3335,2021/12/24 12:00:00+00,13130,8753.0,-277.0,111,0.0,1541479.0,8931.0,4266.0,422.0
11387,SASKATCHEWAN,SK,0,2021/12/24 12:00:00+00,82640,80906.0,0.0,945,0.0,1316965.0,0.0,789.0,0.0
11388,ALBERTA,AB,0,2021/12/24 12:00:00+00,346705,335047.0,0.0,3299,0.0,6324270.0,0.0,8359.0,0.0
11389,MANITOBA,MB,739,2021/12/24 12:00:00+00,73573,68577.0,45.0,1370,1.0,1249348.0,4656.0,3626.0,693.0
11390,QUEBEC,QC,0,2021/12/24 12:00:00+00,511095,457630.0,0.0,11658,0.0,14456879.0,0.0,41807.0,0.0
11391,ONTARIO,ON,9571,2021/12/24 12:00:00+00,676924,626798.0,1997.0,10146,6.0,20827410.0,72639.0,39980.0,7568.0
11392,NORTHWEST TERRITORIES,NT,0,2021/12/24 12:00:00+00,2090,2059.0,0.0,12,0.0,37130.0,0.0,19.0,0.0
11393,REPATRIATED CDN,RC,0,2021/12/24 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11394,CANADA,CA,16478,2021/12/24 12:00:00+00,1958897,1816969.0,2688.0,30143,12.0,52006768.0,113445.0,111556.0,10557.0
11395,NUNAVUT,NU,10,2021/12/25 12:00:00+00,691,671.0,-1.0,4,0.0,23601.0,145.0,16.0,10.0
11396,YUKON,YT,0,2021/12/25 12:00:00+00,1668,1609.0,0.0,14,0.0,25148.0,0.0,49.0,0.0
11397,PRINCE EDWARD ISLAND,PE,0,2021/12/25 12:00:00+00,621,423.0,0.0,0,0.0,246279.0,3465.0,198.0,0.0
11398,NEWFOUNDLAND AND LABRADOR,NL,0,2021/12/25 12:00:00+00,2512,2098.0,0.0,18,0.0,376214.0,0.0,389.0,0.0
11399,NEW BRUNSWICK,NB,0,2021/12/25 12:00:00+00,11587,9780.0,0.0,152,0.0,603538.0,0.0,1653.0,0.0
11400,BRITISH COLUMBIA,BC,0,2021/12/25 12:00:00+00,235658,222604.0,0.0,2414,0.0,4982117.0,0.0,10415.0,0.0
11401,NOVA SCOTIA,NS,0,2021/12/25 12:00:00+00,13130,8753.0,0.0,111,0.0,1541479.0,0.0,4266.0,0.0
11402,SASKATCHEWAN,SK,0,2021/12/25 12:00:00+00,82640,80906.0,0.0,945,0.0,1316965.0,0.0,789.0,0.0
11403,ALBERTA,AB,0,2021/12/25 12:00:00+00,346705,335047.0,0.0,3299,0.0,6324270.0,0.0,8359.0,0.0
11404,MANITOBA,MB,0,2021/12/25 12:00:00+00,73573,68577.0,0.0,1370,0.0,1249348.0,0.0,3626.0,0.0
11405,QUEBEC,QC,0,2021/12/25 12:00:00+00,511095,457630.0,0.0,11658,0.0,14456879.0,0.0,41807.0,0.0
11406,ONTARIO,ON,0,2021/12/25 12:00:00+00,676924,626798.0,0.0,10146,0.0,20827410.0,0.0,39980.0,0.0
11407,NORTHWEST TERRITORIES,NT,0,2021/12/25 12:00:00+00,2090,2059.0,0.0,12,0.0,37130.0,0.0,19.0,0.0
11408,REPATRIATED CDN,RC,0,2021/12/25 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11409,CANADA,CA,10,2021/12/25 12:00:00+00,1958907,1816968.0,-1.0,30143,0.0,52010378.0,3610.0,111566.0,10.0
11410,NUNAVUT,NU,5,2021/12/26 12:00:00+00,696,672.0,1.0,4,0.0,23635.0,34.0,20.0,4.0
11411,YUKON,YT,0,2021/12/26 12:00:00+00,1668,1609.0,0.0,14,0.0,25148.0,0.0,49.0,0.0
